area_name,count,percent
Никель (Мурманская область),1,0.00035
Никита (Республика Крым),1,0.00035
Николаевка,1,0.00035
Неклюдово,1,0.00035
Нагорный,1,0.00035
Нагутское,1,0.00035
Надвоицы,1,0.00035
Называевск,1,0.00035
Нариманов,1,0.00035
Новая Каховка,1,0.00035
Новая Ладога,1,0.00035
Самусь,1,0.00035
Саратовская,1,0.00035
Саратовская область,1,0.00035
Болгария,1,0.00035
Болхов,1,0.00035
Билимбай,1,0.00035
Благовещенка,1,0.00035
Богатые Сабы,1,0.00035
Рогнедино,1,0.00035
Ремонтное,1,0.00035
Репино,1,0.00035
Репьевка,1,0.00035
Республика Башкортостан,1,0.00035
Рефтинский,1,0.00035
Болчары,1,0.00035
Большая Атня,1,0.00035
Некрасовка,1,0.00035
Наровчат,1,0.00035
Нарын,1,0.00035
Неболчи,1,0.00035
Неверкино,1,0.00035
Минская область,1,0.00035
Мирное (Республика Крым),1,0.00035
"Мирный (Московская область, Люберецкий район)",1,0.00035
Вознесенье (Ленинградская область),1,0.00035
Мурманская область,1,0.00035
Мурыгино,1,0.00035
Муслюмово,1,0.00035
Мухтолово,1,0.00035
Мысхако,1,0.00035
Нея,1,0.00035
Нижнегорский,1,0.00035
Северо-Енисейский (Красноярский край),1,0.00035
Северо-Задонск,1,0.00035
Саянский,1,0.00035
Свень,1,0.00035
Свердловская область,1,0.00035
Свердловский,1,0.00035
Светловодск,1,0.00035
Светлый (Томская область),1,0.00035
Николаевка (Ростовская область),1,0.00035
Рябовский,1,0.00035
Рязанская,1,0.00035
Салаир,1,0.00035
Селты,1,0.00035
"Сельцо (посёлок, Волосовский район)",1,0.00035
Семрино,1,0.00035
Себрово,1,0.00035
Межевой (Саткинский район),1,0.00035
Мельниково,1,0.00035
Мечниково,1,0.00035
Москаленки,1,0.00035
Мошково,1,0.00035
"Мраково (Кугарчинский район, Башкортостан)",1,0.00035
Мужи,1,0.00035
Мулино,1,0.00035
Береславка,1,0.00035
Беруни,1,0.00035
"Берёзовка (Берёзовский район, Пермский край)",1,0.00035
Белый,1,0.00035
Бельгия,1,0.00035
Бердигестях,1,0.00035
Бердичев,1,0.00035
Воробьёвка,1,0.00035
Владимиро-Александровское,1,0.00035
Светлый Яр,1,0.00035
Сарманово,1,0.00035
Сарыагаш,1,0.00035
Бетьки,1,0.00035
Бешарык,1,0.00035
Бея,1,0.00035
Березино,1,0.00035
Мисайлово,1,0.00035
Волот (Новгородская область),1,0.00035
Мышкин,1,0.00035
Навля,1,0.00035
Наволоки,1,0.00035
Волковыск,1,0.00035
Вологодская область,1,0.00035
Вишневое,1,0.00035
Вохтога,1,0.00035
Вурнары,1,0.00035
Выездное,1,0.00035
Ворошнево,1,0.00035
Воскресенское,1,0.00035
Волчанск (Свердловская область),1,0.00035
Вольное (Астраханская область),1,0.00035
Серебрянск,1,0.00035
Симоненко,1,0.00035
Скидель,1,0.00035
Марковский (Пермский край),1,0.00035
Малино,1,0.00035
Малмыж,1,0.00035
Малоархангельск,1,0.00035
Малодельская,1,0.00035
Малый Атлым,1,0.00035
Береза,1,0.00035
Сенгилей,1,0.00035
Сенной (Краснодарский край),1,0.00035
Сентябрьский,1,0.00035
Смела,1,0.00035
Смирных,1,0.00035
Смоленщина,1,0.00035
Скородное,1,0.00035
Мураши,1,0.00035
Мокшан,1,0.00035
Мордово,1,0.00035
Морки,1,0.00035
Морское (Республика Крым),1,0.00035
Михайловка (Приморский край),1,0.00035
"Михали (Московская область, городской округ Егорьевск)",1,0.00035
Могойтуй,1,0.00035
Мамоново (Московская область),1,0.00035
Мариинский Посад,1,0.00035
Сокольники,1,0.00035
Смолино,1,0.00035
Сморгонь,1,0.00035
Снежное,1,0.00035
Белозерское (Курганская область),1,0.00035
Белоозерск,1,0.00035
Вычегодский,1,0.00035
Медвежьи Озёра,1,0.00035
Медвенка,1,0.00035
Медное (Тверская область),1,0.00035
Межгорье (Республика Башкортостан),1,0.00035
Мга,1,0.00035
Медведицкий,1,0.00035
Мамоново,1,0.00035
Солнечный (Ханты-Мансийский АО),1,0.00035
Советская,1,0.00035
Советская (Ростовская область),1,0.00035
Советская (Ставропольский край),1,0.00035
Советский (Республика Крым),1,0.00035
Советский (Республика Марий Эл),1,0.00035
Высокий Мыс,1,0.00035
Высоцкое (Ставропольский край),1,0.00035
Сибирцево (Приморский край),1,0.00035
Сива (Пермский край),1,0.00035
Соломенское,1,0.00035
Сонково,1,0.00035
Сорск,1,0.00035
Сосновка,1,0.00035
Сокольское,1,0.00035
Солигалич,1,0.00035
Ленгер (ЮКО),1,0.00035
Ленино,1,0.00035
Ленино (Липецкая область),1,0.00035
Ленинский (Тульская область),1,0.00035
Майкопское,1,0.00035
Майлуу-Суу,1,0.00035
Майский (Пермский край),1,0.00035
Макаров (Сахалинская область),1,0.00035
Малая Сердоба,1,0.00035
Газли,1,0.00035
Галаасия,1,0.00035
Галляарал,1,0.00035
Гаврилов Посад,1,0.00035
Гаврилов-Ям,1,0.00035
Гагарин (Узбекистан),1,0.00035
Газалкент,1,0.00035
Бейнеу (Мангистауская обл),1,0.00035
Любань (Ленинградская область),1,0.00035
Локомотивный (Челябинская область),1,0.00035
Локоть,1,0.00035
Лорино (Чукотский АО),1,0.00035
Луза,1,0.00035
Гвинея,1,0.00035
Макушино,1,0.00035
Спасское,1,0.00035
Беково,1,0.00035
Белая Берёзка,1,0.00035
Бахрейн,1,0.00035
Бахт,1,0.00035
Башмаково,1,0.00035
Бегуницы,1,0.00035
Безенчук,1,0.00035
Лесной (Рязанская область),1,0.00035
Лесогорск,1,0.00035
Курчанская,1,0.00035
Кулунда,1,0.00035
Кунашак,1,0.00035
Горловка,1,0.00035
Горнозаводск (Сахалинская область),1,0.00035
Лебяжье,1,0.00035
Ларьяк,1,0.00035
Гидроторф,1,0.00035
Листвянский,1,0.00035
Лог,1,0.00035
Летняя Ставка,1,0.00035
Ливенка,1,0.00035
Ливия,1,0.00035
Линево,1,0.00035
Баткен,1,0.00035
Батырево,1,0.00035
Суксун,1,0.00035
Сулюкта,1,0.00035
Старый Городок (Одинцовский район),1,0.00035
Старый Крым,1,0.00035
Степное (Ставропольский край),1,0.00035
Глушково,1,0.00035
Макарьев,1,0.00035
Любим,1,0.00035
Любытино,1,0.00035
Лямина,1,0.00035
Лямино (Пермский край),1,0.00035
Лыхма,1,0.00035
Сосновское,1,0.00035
Сосновый Бор (Псковская область),1,0.00035
Кыргызстан,1,0.00035
Лагань,1,0.00035
Ладожская,1,0.00035
Лайково,1,0.00035
Курьи,1,0.00035
Куса,1,0.00035
Куть-Ях,1,0.00035
Кызыл-Кия,1,0.00035
Таежный,1,0.00035
Тайынша,1,0.00035
Сылва (Пермский край),1,0.00035
Сява,1,0.00035
Крыловская станица (Крыловский район),1,0.00035
Красный Луч (Псковская область),1,0.00035
Красный Яр,1,0.00035
Кременкуль,1,0.00035
Глубокое,1,0.00035
Глухово,1,0.00035
Старощербиновская,1,0.00035
Среднецарицынский,1,0.00035
Ставропольский край,1,0.00035
Становое,1,0.00035
Талас,1,0.00035
Талинка,1,0.00035
Левашово,1,0.00035
Лежнево,1,0.00035
Головчино,1,0.00035
Гордеевка,1,0.00035
Горишние Плавни (Комсомольск),1,0.00035
Гиждуван,1,0.00035
Гирей,1,0.00035
Глинищево,1,0.00035
Кропачево (Челябинская область),1,0.00035
Круглое,1,0.00035
Красная Пахра,1,0.00035
Косшы,1,0.00035
Губская,1,0.00035
Гузар,1,0.00035
Красноярская (Ростовская область),1,0.00035
Красноярский край,1,0.00035
Куйбышево (Ростовская область),1,0.00035
Куйбышевский Затон,1,0.00035
Куйтун,1,0.00035
Кубанский (Новопокровский район),1,0.00035
Кубанское,1,0.00035
Кува,1,0.00035
Кувшиново,1,0.00035
Кудрово,1,0.00035
Барда (Пермский край),1,0.00035
Барыбино,1,0.00035
Бакчар,1,0.00035
Балезино,1,0.00035
Красноярка,1,0.00035
Горный,1,0.00035
Горный (Саратовская область),1,0.00035
Кузьмоловский,1,0.00035
Курлово,1,0.00035
Курсавка,1,0.00035
Таврово,1,0.00035
Суоярви,1,0.00035
Суроватиха,1,0.00035
Сухобезводное,1,0.00035
Таш-Кумыр,1,0.00035
Балыкчы,1,0.00035
Краснозёрское,1,0.00035
Красноленинский,1,0.00035
Краснооктябрьский (Волгоградская область),1,0.00035
Красная Поляна (Ростовская область),1,0.00035
Красная Яруга,1,0.00035
Красноармейск (Саратовская область),1,0.00035
Красногорское,1,0.00035
Кочкор-Ата,1,0.00035
Токсово,1,0.00035
Токтогул,1,0.00035
Толмачёво (Ленинградская область),1,0.00035
Темников,1,0.00035
Термез,1,0.00035
Кораблино,1,0.00035
Кордай,1,0.00035
Кореиз,1,0.00035
Байсун,1,0.00035
Бакалы,1,0.00035
Баковка,1,0.00035
Тонкино,1,0.00035
Тоншаево,1,0.00035
Торгай,1,0.00035
Тотьма,1,0.00035
Токмок,1,0.00035
Красные Ткачи,1,0.00035
Григорово,1,0.00035
Грицовский,1,0.00035
Грузия,1,0.00035
Городовиковск,1,0.00035
Горшечное,1,0.00035
Гостагаевская,1,0.00035
Тара,1,0.00035
Даштабад,1,0.00035
Дебёсы,1,0.00035
Денау,1,0.00035
Дагомыс,1,0.00035
Далматово,1,0.00035
Дальнее Константиново,1,0.00035
Кирс,1,0.00035
Донское (Ставропольский край),1,0.00035
Ахты,1,0.00035
Кожевниково,1,0.00035
Козловка,1,0.00035
Кокино,1,0.00035
Джалиль,1,0.00035
Джамбай,1,0.00035
Коса (Пермский край),1,0.00035
Костерево,1,0.00035
Байкит,1,0.00035
Байконур (Кызылорд. обл),1,0.00035
Троицкое (Республика Калмыкия),1,0.00035
Ашукино,1,0.00035
Аягоз (ВКО),1,0.00035
Бабушкин,1,0.00035
Аткарск,1,0.00035
Афанасьево,1,0.00035
Кочубеевское,1,0.00035
Красавино,1,0.00035
Красная Гора,1,0.00035
Таёжный,1,0.00035
Теберда,1,0.00035
Баган,1,0.00035
Багратионовск,1,0.00035
Базарные Матаки,1,0.00035
Кез,1,0.00035
Келес,1,0.00035
Князе-Волконское,1,0.00035
Ковалевское (Краснодарский край),1,0.00035
Ковель,1,0.00035
Кислово,1,0.00035
Китаб,1,0.00035
Кишинёв,1,0.00035
Туркменистан,1,0.00035
Тюкалинск,1,0.00035
Тюлячи,1,0.00035
Тюменская область,1,0.00035
Тюхтет,1,0.00035
Джаркурган,1,0.00035
Кашин,1,0.00035
Кеген,1,0.00035
Ахунбабаев,1,0.00035
Тоцкое Второе,1,0.00035
Троицкий,1,0.00035
Троицкое (Алтайский край),1,0.00035
Аскарово,1,0.00035
Аскино,1,0.00035
Узген,1,0.00035
Уваровка (Московская область),1,0.00035
Киргиз-Мияки,1,0.00035
Комсомольское (Чувашская Республика),1,0.00035
Кондратово (Пермский край),1,0.00035
Константиновский,1,0.00035
"Комсомольский (Кунгурский район, Пермский край)",1,0.00035
Коктебель,1,0.00035
Кологрив,1,0.00035
Колчаново,1,0.00035
Довольное,1,0.00035
Должанская,1,0.00035
Джума,1,0.00035
Дивеево,1,0.00035
Дивногорск,1,0.00035
Дмитровский Погост,1,0.00035
Кентау (ЮКО),1,0.00035
Кербен,1,0.00035
Усады,1,0.00035
Каркатеевы,1,0.00035
Карабулак,1,0.00035
Каракуль,1,0.00035
Карамышево (Псковская область),1,0.00035
Карасу,1,0.00035
Дмитровское,1,0.00035
Добрунь,1,0.00035
Тума,1,0.00035
Тумботино,1,0.00035
Ухолово (Рязанская область),1,0.00035
Усть-Омчуг,1,0.00035
Усть-Уда,1,0.00035
Устюжна,1,0.00035
Урус-Мартан,1,0.00035
Уруссу,1,0.00035
Клетня,1,0.00035
Клетская,1,0.00035
Кириллов,1,0.00035
Кировская,1,0.00035
Кировское (Республика Крым),1,0.00035
Кирпичный (Волгоградская область),1,0.00035
Тяжинский,1,0.00035
Троицкое (Сахалинская область),1,0.00035
Каховка,1,0.00035
Кармаскалы,1,0.00035
Карпогоры,1,0.00035
Карымкары,1,0.00035
Касан,1,0.00035
Каратау,1,0.00035
Каргаполье,1,0.00035
Кардымово,1,0.00035
Калниболотская,1,0.00035
Калчуга,1,0.00035
Камаши,1,0.00035
Камбарка,1,0.00035
Касансай,1,0.00035
Касли,1,0.00035
Катар,1,0.00035
Каттакурган,1,0.00035
Аршан,1,0.00035
Арысь (ЮКО),1,0.00035
Арья,1,0.00035
Асака,1,0.00035
Аркадак,1,0.00035
Артемовск (Красноярский край),1,0.00035
Артемовск (Украина),1,0.00035
Калиновка,1,0.00035
Усть-Джегута,1,0.00035
Унъюган,1,0.00035
Уральский (Пермский край),1,0.00035
Ургут,1,0.00035
Ферсманово,1,0.00035
Фокино (Брянская область),1,0.00035
Арти,1,0.00035
Архипо-Осиповка,1,0.00035
Карабаш (Республика Татарстан),1,0.00035
Камские Поляны,1,0.00035
Кандыагаш,1,0.00035
Кантаурово,1,0.00035
Каменское (Республика Крым),1,0.00035
Форносово,1,0.00035
Форос,1,0.00035
Фролово,1,0.00035
Хандыга,1,0.00035
Харп,1,0.00035
Кайеркан,1,0.00035
Калашниково,1,0.00035
Калга,1,0.00035
Кара-Балта,1,0.00035
Кара-Куль,1,0.00035
Кара-Суу,1,0.00035
Хохольский,1,0.00035
Хохряки,1,0.00035
Хромтау,1,0.00035
Хунзах,1,0.00035
Хатукай,1,0.00035
Хива,1,0.00035
Хлевное,1,0.00035
Хабез,1,0.00035
Артемовский,1,0.00035
Аргамаково (Рязанская область),1,0.00035
Аргентина,1,0.00035
Аргун,1,0.00035
Арзгир,1,0.00035
Хомутовка,1,0.00035
Хоринск,1,0.00035
Хороль,1,0.00035
Дорогобуж,1,0.00035
Досчатое,1,0.00035
Алексеевская,1,0.00035
Центральный,1,0.00035
"Центральный (Тульская область, Суворовский район)",1,0.00035
Цимлянск,1,0.00035
Циолковский,1,0.00035
Цхинвал,1,0.00035
Егорлыкская,1,0.00035
Екатериновка (Саратовская область),1,0.00035
Дубки (Саратовская область),1,0.00035
Дубровка,1,0.00035
Дульдурга,1,0.00035
Дустабад,1,0.00035
Дустлик,1,0.00035
Дорогино,1,0.00035
Частые,1,0.00035
"Алексеевка (Уфимский район, Башкортостан)",1,0.00035
Кабаково (Башкортостан),1,0.00035
Инсар,1,0.00035
Инта,1,0.00035
Ирбейское,1,0.00035
Ирпень,1,0.00035
Исеть,1,0.00035
Андреевский (Тюменская область),1,0.00035
Анна,1,0.00035
Антиповка,1,0.00035
Алмалык,1,0.00035
Алтай (Ханты-Мансийский АО - Югра),1,0.00035
Алябьевский,1,0.00035
Чагода,1,0.00035
Чадан,1,0.00035
Ершовка,1,0.00035
Зимитицы,1,0.00035
Знаменское (Чечня),1,0.00035
Индия,1,0.00035
Инжавино,1,0.00035
Инкерман,1,0.00035
Израиль,1,0.00035
Илек,1,0.00035
Кабардинка,1,0.00035
Кагальницкая,1,0.00035
Каган,1,0.00035
Кадамжай,1,0.00035
Искра (Рязанский район),1,0.00035
Исса,1,0.00035
Исфана,1,0.00035
Иштыхан,1,0.00035
Измаил,1,0.00035
Зуевка,1,0.00035
Зуя,1,0.00035
Кадом,1,0.00035
Кадошкино,1,0.00035
Казалы (Кызылорд. обл),1,0.00035
Казанская (Ростовская область),1,0.00035
Казым,1,0.00035
Цюрупинск,1,0.00035
Чолпон-Ата,1,0.00035
Чувашская Республика,1,0.00035
Чернянка,1,0.00035
Червишево,1,0.00035
Червоноград,1,0.00035
"Черкизово (Московская область, Пушкинский район)",1,0.00035
Черлак (Омская область),1,0.00035
Авдон,1,0.00035
Абрамовка,1,0.00035
Абан,1,0.00035
Акбулак,1,0.00035
Акколь,1,0.00035
Аккурган,1,0.00035
свх Масловский,1,0.00035
Печенга,1,0.00035
посёлок Биокомбината,1,0.00035
Южа,1,0.00035
Южно-Сухокумск,1,0.00035
Южный (Ростовская область),1,0.00035
Яшкино,1,0.00035
Эркен-Шахар,1,0.00035
Юбилейный (Краснодарский край),1,0.00035
Ям-Ижора,1,0.00035
Зайково (Свердловская область),1,0.00035
Зайсан,1,0.00035
Заокский,1,0.00035
Чувашское Дрожжаное,1,0.00035
Чукотский АО,1,0.00035
Чухлома,1,0.00035
Шагонар,1,0.00035
поселок Карла Либкнехта,1,0.00035
Акуша,1,0.00035
Шиханы,1,0.00035
Шувое,1,0.00035
Зверосовхоз (Московская область),1,0.00035
Звёздный Городок,1,0.00035
Зарафшан,1,0.00035
Засеково,1,0.00035
Захарово,1,0.00035
Ореанда,1,0.00035
Окуловка,1,0.00035
Ольховка,1,0.00035
Первомайск (Украина),1,0.00035
Первомайский (Тульская область),1,0.00035
Перегребное,1,0.00035
Панковка,1,0.00035
Парабель,1,0.00035
Плес,1,0.00035
Плеханово,1,0.00035
Поворино,1,0.00035
Печоры,1,0.00035
Пижанка,1,0.00035
Песчаный (Ростовская область),1,0.00035
Петра Дубрава,1,0.00035
Петропавловка (Воронежская область),1,0.00035
Бука,1,0.00035
Булунгур,1,0.00035
Бурабай,1,0.00035
Бустан,1,0.00035
Отрадо-Кубанское,1,0.00035
Отрадо-Ольгинское,1,0.00035
Ошмяны,1,0.00035
Писарёвка (Волгоградская область),1,0.00035
Перелюб,1,0.00035
Пестрецы,1,0.00035
Песчанокопское,1,0.00035
Подгородное,1,0.00035
"Покровка (Октябрьский район, Приморский край)",1,0.00035
Быково,1,0.00035
Вабкент,1,0.00035
Важины,1,0.00035
