area_name,count,percent
Кокино,13,0.00000%
Переяславка,13,0.00000%
Перемышль,13,0.00000%
Бичура,13,0.00000%
Тамбовская область,13,0.00000%
Кунья,13,0.00000%
Сива (Пермский край),13,0.00000%
Колодезный,13,0.00000%
Исландия,13,0.00000%
Ивот,13,0.00000%
Вычегодский,13,0.00000%
Тлюстенхабль,13,0.00000%
Лихой,13,0.00000%
Краснооктябрьский,13,0.00000%
Светлый (Оренбургская область),13,0.00000%
Городищи,13,0.00000%
Воронки,13,0.00000%
Могойтуй,13,0.00000%
Москаленки,13,0.00000%
"Алексеевка (Уфимский район, Башкортостан)",13,0.00000%
Шарлык,13,0.00000%
Большая Ижора,13,0.00000%
Яльчики,13,0.00000%
Гремячье,13,0.00000%
Ягодное (Магаданская область),13,0.00000%
Зверосовхоз (Московская область),13,0.00000%
Нижний Баскунчак,13,0.00000%
Нижняя Мактама,13,0.00000%
Никольский (Ленинградская область),13,0.00000%
Крапивинский,13,0.00000%
Мисайлово,13,0.00000%
Буча,13,0.00000%
Небуг,13,0.00000%
Началово,13,0.00000%
Нивное (Брянская область),13,0.00000%
Илек,13,0.00000%
Судиславль,13,0.00000%
Латная,13,0.00000%
Приобье,13,0.00000%
Птичное,13,0.00000%
Жабинка,13,0.00000%
Глубокий,13,0.00000%
Волово (Тульская область),13,0.00000%
Алат (Узбекистан),13,0.00000%
Вышгород,13,0.00000%
Знаменское,13,0.00000%
Энергетик,13,0.00000%
Кричев,13,0.00000%
Михайловская,13,0.00000%
Мосты,13,0.00000%
Адыге-Хабль,13,0.00000%
Дорогино,12,0.00000%
Кокоревка,12,0.00000%
Струги Красные,12,0.00000%
Дрожжино,12,0.00000%
Донское,12,0.00000%
Акбулак,12,0.00000%
Шатурторф,12,0.00000%
Верхнедвинск,12,0.00000%
Троицкая,12,0.00000%
Новолуговое,12,0.00000%
Мирное (Республика Крым),12,0.00000%
Ильинско-Подомское,12,0.00000%
Шаля,12,0.00000%
Чистоозерное,12,0.00000%
Мельниково,12,0.00000%
Трудармейский,12,0.00000%
Лайково,12,0.00000%
Киевское (Краснодарский край),12,0.00000%
Верхние Киги,12,0.00000%
Панама,12,0.00000%
Аксукент,12,0.00000%
Палкино (Псковская область),12,0.00000%
Адамовка,12,0.00000%
Панковка,12,0.00000%
Приладожский,12,0.00000%
Евсино,12,0.00000%
Кельмаксола,12,0.00000%
Солнцево (Курская область),12,0.00000%
Белореченский,12,0.00000%
Радовицкий,12,0.00000%
Радищево (Ульяновская область),12,0.00000%
Калевала,12,0.00000%
Овстуг,12,0.00000%
Верховажье,12,0.00000%
Веселовка (Краснодарский край),12,0.00000%
Шемурша,12,0.00000%
Шербакуль,12,0.00000%
Сакмара,12,0.00000%
Мишковка (Брянская область),12,0.00000%
Альменево,12,0.00000%
Мстиславль,12,0.00000%
Зарафшан,12,0.00000%
Грачевка (Оренбургская область),12,0.00000%
Грачевка,12,0.00000%
Родионово-Несветайская,12,0.00000%
Большое Сорокино,12,0.00000%
Саратовская,12,0.00000%
Бованенково,12,0.00000%
Свень,12,0.00000%
Большой Сундырь,12,0.00000%
Высокое (Краснодарский край),12,0.00000%
Вышков (Брянская область),12,0.00000%
Гаспра,12,0.00000%
Гари (Свердловская область),12,0.00000%
Износки,12,0.00000%
Новоминская,12,0.00000%
Новосемейкино,12,0.00000%
Темиргоевская,12,0.00000%
Тереньга,12,0.00000%
Тимирязевский (Челябинская область),12,0.00000%
Кировский (Астраханская область),12,0.00000%
Кировск (Могилевская область),12,0.00000%
Клецк,12,0.00000%
Горный (Ростовская область),12,0.00000%
Сирия,12,0.00000%
Красноармейское,12,0.00000%
Гори,12,0.00000%
Тюльган,12,0.00000%
Солнечнодольск,12,0.00000%
Маслянино,12,0.00000%
Мегет,12,0.00000%
Десятуха,12,0.00000%
Дергачи (Саратовская область),12,0.00000%
Калужская (Краснодарский край),12,0.00000%
Виноградный (Крымский район),12,0.00000%
Хомутовка,12,0.00000%
Хор (Хабаровский край),12,0.00000%
Армизонское,12,0.00000%
Малошуйка,12,0.00000%
Омсукчан,12,0.00000%
Республика Гватемала,12,0.00000%
Куйбышевский Затон,12,0.00000%
Клёново (Московская область),12,0.00000%
Ерзовка,12,0.00000%
Петропавловская (Краснодарский край),11,0.00000%
Архангельская,11,0.00000%
Адагум,11,0.00000%
Барышевка,11,0.00000%
Агеево (Тульская область),11,0.00000%
Мраково,11,0.00000%
Ливия,11,0.00000%
Рублево,11,0.00000%
Баган,11,0.00000%
Туруханск,11,0.00000%
Крупки,11,0.00000%
Чик,11,0.00000%
Исса,11,0.00000%
Виноградный (муниципальное образование город-курорт Анапа),11,0.00000%
Маргилан,11,0.00000%
Самойловка,11,0.00000%
Абай,11,0.00000%
Черусти,11,0.00000%
Заветное,11,0.00000%
Красный Яр,11,0.00000%
Красные Четаи,11,0.00000%
Большеречье,11,0.00000%
Маркова,11,0.00000%
Марковский (Пермский край),11,0.00000%
Обливская,11,0.00000%
Каменномостский,11,0.00000%
Морское (Республика Крым),11,0.00000%
Зеленогорский,11,0.00000%
Малиновка,11,0.00000%
Красный Октябрь (Курганская область),11,0.00000%
Большие Чапурники,11,0.00000%
Локомотивный (Челябинская область),11,0.00000%
Бетлица,11,0.00000%
Плюсса,11,0.00000%
Дубовское,11,0.00000%
Белая,11,0.00000%
Лебяжье,11,0.00000%
Кыштовка,11,0.00000%
Игрим,11,0.00000%
Кунашак,11,0.00000%
Ремонтное,11,0.00000%
Октябрьское (Ханты-Мансийский АО),11,0.00000%
Улаган,11,0.00000%
Бекабад,11,0.00000%
Лежнево,11,0.00000%
Приамурский,11,0.00000%
Дятлово,11,0.00000%
Глоднево (Брянская область),11,0.00000%
Глубокий (Краснодарский край),11,0.00000%
Черемисиново,11,0.00000%
Кабанск,11,0.00000%
Казанское,11,0.00000%
Ставропольский край,11,0.00000%
Воля,11,0.00000%
Мокшан,11,0.00000%
Коноково,11,0.00000%
Междуреченск (Коми),11,0.00000%
Волжское (Астраханская область),11,0.00000%
Гирей,11,0.00000%
Белозерское (Курганская область),11,0.00000%
Шувое,11,0.00000%
Лопандино,11,0.00000%
Пряжа,11,0.00000%
Пристень,11,0.00000%
Андреевский (Тюменская область),11,0.00000%
Ветлужский,11,0.00000%
Сеща,11,0.00000%
Кузнечное,11,0.00000%
Первомайское (Томская область),11,0.00000%
Одесская область,11,0.00000%
Ермекеево,11,0.00000%
Марокко,11,0.00000%
Пятовский,11,0.00000%
Лямино (Пермский край),11,0.00000%
Каражал,11,0.00000%
Атемар,11,0.00000%
Кузоватово,11,0.00000%
Романовка,11,0.00000%
Нюксеница,11,0.00000%
Епифань,11,0.00000%
Кашхатау,11,0.00000%
Свободный (Свердловская область),11,0.00000%
Чуровичи,11,0.00000%
Бобровка (Челябинская область),11,0.00000%
Оловянная,11,0.00000%
Горное Лоо,11,0.00000%
Солнечный (Красноярский край),11,0.00000%
Солнечный (Ханты-Мансийский АО),11,0.00000%
Смидович (Еврейская АО),11,0.00000%
Новоаганск,11,0.00000%
Давыдовка,11,0.00000%
Ляховичи,11,0.00000%
"Николаевка (Благовещенский район, Башкортостан)",11,0.00000%
Нижний Кисляй,11,0.00000%
Мильково (Камчатский край),11,0.00000%
Новое Ступино,11,0.00000%
Приморский (Республика Крым),11,0.00000%
Любинский,11,0.00000%
Усть-Абакан,11,0.00000%
Калчуга,11,0.00000%
Теплоозёрск,11,0.00000%
Шемышейка,11,0.00000%
Покровское (городской округ Истра),11,0.00000%
Зональное,11,0.00000%
Намибия,11,0.00000%
Домна (Забайкальский край),11,0.00000%
Антиповка,11,0.00000%
Персиановский,11,0.00000%
Старое Дрожжаное,11,0.00000%
Липин Бор,11,0.00000%
Покровск (Донецкая область),10,0.00000%
Климовичи,10,0.00000%
Горный (Забайкальский край),10,0.00000%
Петра Дубрава,10,0.00000%
Русская Поляна,10,0.00000%
Явас,10,0.00000%
Янтиково,10,0.00000%
Витим,10,0.00000%
Караваево,10,0.00000%
Лузино,10,0.00000%
Новый Ропск,10,0.00000%
Кедровый (Красноярский край),10,0.00000%
Шемордан,10,0.00000%
Клетская,10,0.00000%
ДСК Мичуринец,10,0.00000%
Брагин,10,0.00000%
Бриньковская,10,0.00000%
Кайеркан,10,0.00000%
Калининградская область,10,0.00000%
Калининец,10,0.00000%
Смирных,10,0.00000%
Каргасок,10,0.00000%
Павино,10,0.00000%
Смышляевка,10,0.00000%
Новониколаевская (Краснодарский край),10,0.00000%
Инзер,10,0.00000%
Андрюки,10,0.00000%
Ольгинская,10,0.00000%
Североонежск,10,0.00000%
Ермолаево (Башкортостан),10,0.00000%
Родники (Челябинская область),10,0.00000%
Свислочь,10,0.00000%
Раздольное (Новосибирская область),10,0.00000%
Республика Маврикий,10,0.00000%
Усть-Уда,10,0.00000%
Пакистан,10,0.00000%
Лоев,10,0.00000%
Малорита,10,0.00000%
Республика Северный Судан,10,0.00000%
Житикара,10,0.00000%
Республика Сенегал,10,0.00000%
Реюньон,10,0.00000%
Белоозерск,10,0.00000%
Михайловка (Иркутская область),10,0.00000%
Косиха,10,0.00000%
Сентябрьский,10,0.00000%
Сергеевка (Северо-Казахстанская область),10,0.00000%
Бершеть,10,0.00000%
Бесскорбная,10,0.00000%
Торбеево,10,0.00000%
Красная Поляна (Ростовская область),10,0.00000%
Никольск,10,0.00000%
Нижняя Тавда,10,0.00000%
Воронцовка,10,0.00000%
Глебовка (Краснодарский край),10,0.00000%
Глебовский,10,0.00000%
Глубокое (Восточно-Казахстанская область),10,0.00000%
Барсово,10,0.00000%
Пашия,10,0.00000%
Тасеево,10,0.00000%
Старая (Ленинградская область),10,0.00000%
Гидростроитель,10,0.00000%
Толмачёво (Ленинградская область),10,0.00000%
Ургут,10,0.00000%
Улёты,10,0.00000%
Республика Кот-д’Ивуар,10,0.00000%
Кудряшовский,10,0.00000%
Чемал,10,0.00000%
Екатериновка (Краснодарский край),10,0.00000%
Ревякино,10,0.00000%
Урмары,10,0.00000%
Республика Гана,10,0.00000%
Уразово,10,0.00000%
Тамбовка (Амурская область),10,0.00000%
Ивье,10,0.00000%
Старая Полтавка,10,0.00000%
Скородное,10,0.00000%
Зайково (Свердловская область),10,0.00000%
Березанская,10,0.00000%
Березань,10,0.00000%
Кизильское,10,0.00000%
Таежный,10,0.00000%
Савино,10,0.00000%
Псковская область,10,0.00000%
Пролетарий,10,0.00000%
Дубки (Саратовская область),10,0.00000%
Тамала,10,0.00000%
Высокий,10,0.00000%
Московский (Тюменская область),10,0.00000%
Жалагаш,10,0.00000%
Азово,10,0.00000%
Большие Колпаны,10,0.00000%
Авдон,10,0.00000%
Вохтога,10,0.00000%
Ватутинки,10,0.00000%
Наровля,10,0.00000%
Тюменская область,10,0.00000%
Электроизолятор,10,0.00000%
Ливенка,10,0.00000%
Хабаровский край,10,0.00000%
Аккурган,10,0.00000%
Горный (Саратовская область),10,0.00000%
Копыль,10,0.00000%
Щучин,10,0.00000%
Каменка,10,0.00000%
Сосьва,10,0.00000%
Шепси,10,0.00000%
Бердюжье,10,0.00000%
Янгиюль,9,0.00000%
Пестяки,9,0.00000%
Парагвай,9,0.00000%
Октябрьский (Гомельская область),9,0.00000%
Ахалцихе,9,0.00000%
Викулово,9,0.00000%
Красноярский,9,0.00000%
Новоукраинское,9,0.00000%
Богуслав,9,0.00000%
Ростовка,9,0.00000%
Пономарёвка,9,0.00000%
Форносово,9,0.00000%
Хива,9,0.00000%
Вишневогорск,9,0.00000%
Ахтанизовская,9,0.00000%
Ахтарский,9,0.00000%
Исток,9,0.00000%
Чернь,9,0.00000%
Зельва,9,0.00000%
Зугдиди,9,0.00000%
Юськасы,9,0.00000%
Здвинск,9,0.00000%
Жаксы,9,0.00000%
Гостагаевская,9,0.00000%
Плавица,9,0.00000%
Быхов,9,0.00000%
Подгорное,9,0.00000%
Донское (Ставропольский край),9,0.00000%
Мухоршибирь,9,0.00000%
Новоалексеевское (Свердловская область),9,0.00000%
Екатериновка (Саратовская область),9,0.00000%
Байкалово,9,0.00000%
Кукуштан,9,0.00000%
Оленино,9,0.00000%
Красногвардейское (Адыгея),9,0.00000%
Томская область,9,0.00000%
Краснощёково,9,0.00000%
Синезерки,9,0.00000%
Войскорово,9,0.00000%
Сибирский,9,0.00000%
Республика Либерия,9,0.00000%
Челбасская,9,0.00000%
Большой Лог,9,0.00000%
Большой Улуй,9,0.00000%
Орлово,9,0.00000%
Горноправдинск,9,0.00000%
"Карамышево (Тульская область, Щёкинский район)",9,0.00000%
Верхневилюйск,9,0.00000%
Верхнее Дуброво,9,0.00000%
Добруш,9,0.00000%
"Дмитриевка (Уфимский район, Башкортостан)",9,0.00000%
Дмитриевская (Краснодарский край),9,0.00000%
Смоленская область,9,0.00000%
Новатор,9,0.00000%
Минская область,9,0.00000%
Новодмитриевская,9,0.00000%
Новобирюсинский,9,0.00000%
Вознесенье (Ленинградская область),9,0.00000%
Мечниково,9,0.00000%
Нововолынск,9,0.00000%
"Прогресс (Янаульский район, Башкортостан)",9,0.00000%
Приморский край,9,0.00000%
Люботин,9,0.00000%
Калга,9,0.00000%
Каликино,9,0.00000%
Калашниково,9,0.00000%
Калиновка,9,0.00000%
Рахья,9,0.00000%
Пшехская,9,0.00000%
Лучинское,9,0.00000%
Бородинский,9,0.00000%
Жмеринка,9,0.00000%
Большое Сареево,9,0.00000%
Кременкуль,9,0.00000%
Благоево (Коми),9,0.00000%
Тоцкое,9,0.00000%
Тоцкое Второе,9,0.00000%
Ильино,9,0.00000%
Угловка,9,0.00000%
Есиль,9,0.00000%
Овощной (Ростовская область),9,0.00000%
Уват,9,0.00000%
Веселое (Курская область),9,0.00000%
Кош-Агач,9,0.00000%
Костюковичи,9,0.00000%
Белый Яр (Республика Хакасия),9,0.00000%
Митрофановка,9,0.00000%
Никольское (Костромская область),9,0.00000%
Константиновка (Амурская область),9,0.00000%
Кирпичный (Волгоградская область),9,0.00000%
Соколовское (Краснодарский край),9,0.00000%
Терновка (Воронежская область),9,0.00000%
Средняя Елюзань,9,0.00000%
Буда-Кошелево,9,0.00000%
Хоринск,9,0.00000%
Конышевка,9,0.00000%
Старая Станица (Краснодарский край),9,0.00000%
Шолоховский,9,0.00000%
Ижма (Коми),9,0.00000%
Дукат (Магаданская область),9,0.00000%
Барсуки,9,0.00000%
Дуван,9,0.00000%
Поярково (Амурская область),9,0.00000%
Прохладный (Свердловская область),9,0.00000%
Бурея (Амурская область),9,0.00000%
Парабель,9,0.00000%
Рябово (Ленинградская область),9,0.00000%
Мьянма,9,0.00000%
Переяслав-Хмельницкий,9,0.00000%
Восточный (Свердловская область),9,0.00000%
Введенское,9,0.00000%
Передовая (Краснодарский край),9,0.00000%
Великовечное,9,0.00000%
Песчанокопское,9,0.00000%
Петриков,9,0.00000%
Старые Бобовичи,9,0.00000%
Назия,9,0.00000%
Сунтар,9,0.00000%
Стрелка,9,0.00000%
Копанская,9,0.00000%
Алекса́ндров Гай,9,0.00000%
Дрибин,9,0.00000%
Юсьва,8,0.00000%
Акбаш (Свердловская область),8,0.00000%
Батецкий,8,0.00000%
Батуринская,8,0.00000%
Аксай (Дагестан),8,0.00000%
Аксарайский,8,0.00000%
свх Масловский,8,0.00000%
Авдеевка,8,0.00000%
Ковалевское (Краснодарский край),8,0.00000%
Юбилейный (Краснодарский край),8,0.00000%
Гайдук,8,0.00000%
Летняя Ставка,8,0.00000%
Целинное,8,0.00000%
Ушарал,8,0.00000%
Аромашево,8,0.00000%
Молочное (Вологодская область),8,0.00000%
Нежинский (Ставропольский край),8,0.00000%
Натухаевская,8,0.00000%
Константиновская (Краснодарский край),8,0.00000%
Ладыжин,8,0.00000%
Дубровно,8,0.00000%
Дульдурга,8,0.00000%
Белое (Адыгея),8,0.00000%
Старая Ладога,8,0.00000%
Шыгырдан,8,0.00000%
Угра,8,0.00000%
Двуреченск,8,0.00000%
Большая Соснова,8,0.00000%
Октябрьский (Красноярский край),8,0.00000%
Малая Сердоба,8,0.00000%
Новоуткинск,8,0.00000%
Новый,8,0.00000%
Виллози,8,0.00000%
Большая Ирба,8,0.00000%
Романово,8,0.00000%
Рудногорск,8,0.00000%
Сафоново (Мурманская область),8,0.00000%
Болхуны,8,0.00000%
Сафакулево,8,0.00000%
Новый Городок (Одинцовский район),8,0.00000%
Прогресс (Амурская область),8,0.00000%
Буруны (Астраханская область),8,0.00000%
Кыра,8,0.00000%
Ставропольская,8,0.00000%
Котельский,8,0.00000%
Белушья Губа,8,0.00000%
Первомайский (Коркинский район),8,0.00000%
Темижбекская,8,0.00000%
Нижняя Пойма,8,0.00000%
Михайловское,8,0.00000%
Вольное (Астраханская область),8,0.00000%
Териберка,8,0.00000%
Совхозный (Краснодарский край),8,0.00000%
Жирнов,8,0.00000%
Республика Мадагаскар,8,0.00000%
Ржакса,8,0.00000%
Ржищев,8,0.00000%
Кашино (Свердловская область),8,0.00000%
Гобики,8,0.00000%
Амурзет,8,0.00000%
Кривошеино,8,0.00000%
Кривянская,8,0.00000%
Северное,8,0.00000%
Северное (Новосибирская область),8,0.00000%
Селидово,8,0.00000%
Ельск,8,0.00000%
Троебортное,8,0.00000%
Шалинское,8,0.00000%
Чучково,8,0.00000%
Новолукомль,8,0.00000%
Шелаболиха,8,0.00000%
Нижняя Омка,8,0.00000%
Нижний Бестях,8,0.00000%
Николаевка (Ростовская область),8,0.00000%
Усть-Чарышская Пристань,8,0.00000%
Лебяжье (Курганская область),8,0.00000%
Бердигестях,8,0.00000%
Сосновка (Кемеровская область),8,0.00000%
Верх-Чебула,8,0.00000%
Усвяты,8,0.00000%
Усть-Кишерть,8,0.00000%
Путёвка,8,0.00000%
Курманаевка,8,0.00000%
Частые,8,0.00000%
Чашники,8,0.00000%
Тойтепа,8,0.00000%
Баговская,8,0.00000%
Кизляр (Северная Осетия),8,0.00000%
Уинское,8,0.00000%
Куйтун (Республика Бурятия),8,0.00000%
Кулешовка,8,0.00000%
Кулой,8,0.00000%
Култук,8,0.00000%
Атюрьево,8,0.00000%
Атасу,8,0.00000%
Товарковский,8,0.00000%
Червень,8,0.00000%
Октябрьский (Тульская область),8,0.00000%
Каховка,8,0.00000%
Двинской,8,0.00000%
Упорная,8,0.00000%
Красноборск,8,0.00000%
Кичменгский Городок,8,0.00000%
Верхнетемерницкий,8,0.00000%
Орел-Изумруд (Краснодарский край),8,0.00000%
Браслав,8,0.00000%
Милютинская,8,0.00000%
Миоры,8,0.00000%
Мир,8,0.00000%
Смоленщина,8,0.00000%
Красноярская (Ростовская область),8,0.00000%
Новичиха,8,0.00000%
Алтайский край,8,0.00000%
Шаран,8,0.00000%
Заплюсье,8,0.00000%
Алексеевская,8,0.00000%
Нововаршавка,8,0.00000%
Анненский Мост,8,0.00000%
Пески,8,0.00000%
Пионерский (Свердловская область),8,0.00000%
Печенга,8,0.00000%
Сумкино (Тюменская область),8,0.00000%
Староюрьево,8,0.00000%
Кличев,8,0.00000%
Неболчи,8,0.00000%
Акша (Забайкальский край),8,0.00000%
Золотухино,8,0.00000%
Артышта,8,0.00000%
Грушевская,8,0.00000%
Карагайлинский,8,0.00000%
Другое,8,0.00000%
Домбаровский,8,0.00000%
Багамские Острова,8,0.00000%
Садовый (Свердловская область),8,0.00000%
Русский Акташ,8,0.00000%
Ясная Поляна (Тульская область),8,0.00000%
Ясногорск (Забайкальский край),8,0.00000%
Монетный,8,0.00000%
Заюково,8,0.00000%
Одоев,8,0.00000%
Ливан,8,0.00000%
Хойники,8,0.00000%
Каменка (Кабардино-Балкария),8,0.00000%
Жешарт,8,0.00000%
Габон,8,0.00000%
Поддорье,8,0.00000%
Баяндай,7,0.00000%
Тайтурка,7,0.00000%
Колпны,7,0.00000%
Колчаново,7,0.00000%
Тайцы,7,0.00000%
Талакан (Амурская область),7,0.00000%
Хурба,7,0.00000%
Цаган Аман,7,0.00000%
Архангельская область,7,0.00000%
Арысь (Туркестанская область),7,0.00000%
Лиозно,7,0.00000%
Нагутское,7,0.00000%
Ленинский (Свердловская область),7,0.00000%
Линево,7,0.00000%
Ачит,7,0.00000%
Багаряк,7,0.00000%
Багдарин,7,0.00000%
Крутинка,7,0.00000%
Гремячее (Тульская область),7,0.00000%
Грицовский,7,0.00000%
Некрасовская,7,0.00000%
Нежинка,7,0.00000%
Знаменка,7,0.00000%
Александровский Завод,7,0.00000%
Щелкун,7,0.00000%
Надежда (Ставропольский край),7,0.00000%
Кореличи,7,0.00000%
Старонижестеблиевская,7,0.00000%
Старый Городок (Одинцовский район),7,0.00000%
Старолеушковская,7,0.00000%
Подушкино,7,0.00000%
Антипино,7,0.00000%
Антропово,7,0.00000%
Песчанка,7,0.00000%
Пионерский (Ханты-Мансийский АО),7,0.00000%
Алкино-2,7,0.00000%
Шарковщина,7,0.00000%
Али-Бердуковский,7,0.00000%
Новодеревянковская,7,0.00000%
Славный (Тульская область),7,0.00000%
Береславка,7,0.00000%
Новая Одесса,7,0.00000%
Владимир-Волынский,7,0.00000%
Новая Рассоха (Свердловская область),7,0.00000%
Микашевичи,7,0.00000%
Сомово,7,0.00000%
Советская,7,0.00000%
Байкит,7,0.00000%
Майкопское,7,0.00000%
Майкор,7,0.00000%
Осакаровка,7,0.00000%
Брянская область,7,0.00000%
Симеиз,7,0.00000%
Краснохолм,7,0.00000%
Красногорское (Алтайский край),7,0.00000%
Марьяновка,7,0.00000%
Марёво,7,0.00000%
Глуск,7,0.00000%
Елизаветино (Ленинградская область),7,0.00000%
Троицкое (Хабаровский край),7,0.00000%
Октябрьский (Хабаровский край),7,0.00000%
Узынагаш,7,0.00000%
Баево,7,0.00000%
Базарный Сызган,7,0.00000%
Балаклава,7,0.00000%
Красное (Краснодарский край),7,0.00000%
Краснополье (Могилевская область),7,0.00000%
Пятигорский,7,0.00000%
Губская,7,0.00000%
Гуляевка (Волгоградская область),7,0.00000%
Чаусы,7,0.00000%
Казьминское,7,0.00000%
Любытино,7,0.00000%
Верх-Усугли,7,0.00000%
Усть-Кокса,7,0.00000%
Усть-Омчуг,7,0.00000%
Усть-Баргузин,7,0.00000%
Усть-Большерецк,7,0.00000%
Усть-Камчатск,7,0.00000%
Беляевка (Оренбургская область),7,0.00000%
Шахрисабз,7,0.00000%
Шихазаны,7,0.00000%
Шиели,7,0.00000%
Сосново-Озерское,7,0.00000%
Бешкент,7,0.00000%
Троицкий (Свердловская область),7,0.00000%
Новоселицкое,7,0.00000%
Дзержинск (Донецкая область),7,0.00000%
Северка (Свердловская область),7,0.00000%
Село имени Бабушкина,7,0.00000%
Северо-Енисейский,7,0.00000%
Кваркено,7,0.00000%
Магнитка (Кусинский район),7,0.00000%
Черноерковская,7,0.00000%
Исеть,7,0.00000%
Ветка,7,0.00000%
Республика Куба,7,0.00000%
Республика Мордовия,7,0.00000%
Серафимовский,7,0.00000%
Тиличики,7,0.00000%
Кировская,7,0.00000%
Кировский,7,0.00000%
Должанская,7,0.00000%
Совхозный,7,0.00000%
Новоджерелиевская,7,0.00000%
Тарногский Городок,7,0.00000%
Татаново,7,0.00000%
Теплая Гора,7,0.00000%
Вороново,7,0.00000%
Белоомут,7,0.00000%
Пено,7,0.00000%
Первомайский (Забайкальский край),7,0.00000%
Переволоцкий,7,0.00000%
Ломовка (Башкортостан),7,0.00000%
Лихтенштейн,7,0.00000%
Приморск (Волгоградская область),7,0.00000%
Кутулик,7,0.00000%
Куяново (Башкортостан),7,0.00000%
Кемеровская область,7,0.00000%
Богородское (Московская область),7,0.00000%
Межевой (Саткинский район),7,0.00000%
Новый Рогачик,7,0.00000%
Красные Липки,7,0.00000%
Кува,7,0.00000%
Большие Салы,7,0.00000%
Рудный (Свердловская область),7,0.00000%
"Октябрьский (Красноармейский район, Краснодарский край)",7,0.00000%
Вершино-Дарасунский,7,0.00000%
Макаров (Киевская область),7,0.00000%
Марфино (Астраханская область),7,0.00000%
Обозерский,7,0.00000%
Рязанская,7,0.00000%
Сабетта,7,0.00000%
Ерофей Павлович,7,0.00000%
Родниковская,7,0.00000%
Прикубанский,7,0.00000%
Левокумское,7,0.00000%
Зудилово,7,0.00000%
Ижморский,7,0.00000%
Зюкайка,7,0.00000%
Молчаново,7,0.00000%
Кондинское,7,0.00000%
Кондоль,7,0.00000%
Прибельский,7,0.00000%
Привокзальный (Свердловская область),7,0.00000%
Привольная (Краснодарский край),7,0.00000%
Хотимск,7,0.00000%
Городок,7,0.00000%
Центральный (Рязанская область),7,0.00000%
"Центральный (Тульская область, Суворовский район)",7,0.00000%
Лесогорск,7,0.00000%
Ганцевичи,7,0.00000%
Южный (Алтайский край),7,0.00000%
"Юмагузино (Кугарчинский район, Башкортостан)",7,0.00000%
Ясенская,7,0.00000%
Кожевниково,7,0.00000%
Бегуницы,7,0.00000%
Талинка,7,0.00000%
Плеханово,7,0.00000%
Жайрем,7,0.00000%
Арзгир,7,0.00000%
Гостилицы,7,0.00000%
Акимовка,7,0.00000%
Оек,7,0.00000%
Озерки (Алтайский край),7,0.00000%
Чувашское Дрожжаное,7,0.00000%
Юрла,6,0.00000%
Кобулети,6,0.00000%
Кобралово,6,0.00000%
Ям-Ижора,6,0.00000%
Коашва,6,0.00000%
Ключи (Камчатский край),6,0.00000%
Ключи,6,0.00000%
Александрия (Ставропольский край),6,0.00000%
Некрасовка (Хабаровский край),6,0.00000%
Нерчинский Завод,6,0.00000%
Выдрино,6,0.00000%
Хиславичи,6,0.00000%
Жарковский (Тверская область),6,0.00000%
Арбузинка,6,0.00000%
Яренск,6,0.00000%
Горячеводский,6,0.00000%
Переясловская,6,0.00000%
Кормиловка,6,0.00000%
Староджерелиевская,6,0.00000%
Степное (Ставропольский край),6,0.00000%
Корма,6,0.00000%
Тамбовка (Астраханская область),6,0.00000%
Тараща,6,0.00000%
Зырянское,6,0.00000%
Шумилино,6,0.00000%
Шкуринская,6,0.00000%
Ивановское (Ставропольский край),6,0.00000%
Константиновская,6,0.00000%
Староалейское,6,0.00000%
Татарка (Ставропольский край),6,0.00000%
Теньгушево,6,0.00000%
Ташла,6,0.00000%
Мироновка,6,0.00000%
Вологодская область,6,0.00000%
Мирской (Кавказский район),6,0.00000%
Косшы,6,0.00000%
Корсаково,6,0.00000%
Корткерос,6,0.00000%
Корфовский,6,0.00000%
Спирово (Тверская область),6,0.00000%
Белоярск,6,0.00000%
Белыничи,6,0.00000%
Кочёво,6,0.00000%
Кошурниково,6,0.00000%
Шебалино,6,0.00000%
Ильинка,6,0.00000%
Шелопугино (Забайкальский край),6,0.00000%
Николаевка,6,0.00000%
Нижний Чир,6,0.00000%
Васильевка,6,0.00000%
Хабез,6,0.00000%
Петелино (Тюменская область),6,0.00000%
Петропавловское,6,0.00000%
Песчаный (Ростовская область),6,0.00000%
Великий Бурлук,6,0.00000%
Перелюб,6,0.00000%
Плотниково,6,0.00000%
Лешуконское,6,0.00000%
Еманжелинка,6,0.00000%
Терновская,6,0.00000%
Крапивна (Тульская область),6,0.00000%
Красная Заря,6,0.00000%
Новоишимское,6,0.00000%
Власиха (Алтайский край),6,0.00000%
Солнечный (Кемеровская область),6,0.00000%
Докшицы,6,0.00000%
Славянка,6,0.00000%
Ткибули,6,0.00000%
Славгород,6,0.00000%
Байсун,6,0.00000%
Бакчар,6,0.00000%
Балаганск,6,0.00000%
Ушачи,6,0.00000%
Покровское (Свердловская область),6,0.00000%
Федотово,6,0.00000%
"Мирный (Московская область, Люберецкий район)",6,0.00000%
Заклинье (Ленинградская область),6,0.00000%
Залегощь,6,0.00000%
Скидель,6,0.00000%
Новогорный,6,0.00000%
Синдор,6,0.00000%
Скадовск,6,0.00000%
Серноводское,6,0.00000%
Маячный (Башкортостан),6,0.00000%
Медное (Тверская область),6,0.00000%
Красногорский (Кемеровская область),6,0.00000%
Новолеушковская,6,0.00000%
